x
13.901999
13.948
13.945
13.893
13.858
13.764999
13.739
13.674999
13.632999
13.65
13.681
13.6119995
13.785999
13.7699995
13.728
13.683
13.674999
13.726999
13.7109995
13.608999
13.549
13.507
13.469999
13.441
13.443
13.621
13.694
13.745
13.865
13.82
13.761999
13.761999
13.738
13.733
13.719
13.6779995
13.67
13.629
13.589
13.5529995
13.545
13.649
13.636
13.601
13.561
13.535
13.496
13.441999
13.416
13.385
13.516
13.403999
13.289999
13.198999
13.127
13.066999
13.031
13.0789995
13.128
13.098999
13.007999
12.985
12.952
12.910999
12.865
12.855
12.8029995
12.740999
12.98
12.992
12.993
12.969
12.969
13.033999
13.1119995
13.132999
13.319
13.347
13.354
13.355
13.365999
13.492
13.534
13.506
13.473
13.401999
13.385
13.353
13.326
13.364
13.312
13.221
13.417
13.3689995
13.266
13.208
13.191999
13.36
13.337
13.139999
13.302
13.247
13.24
13.24
13.235
13.236
13.212999
13.171999
13.386
13.365
13.315
13.271999
13.282999
13.305
13.396
13.344
13.4
13.368
13.348
13.174999
13.18
13.2039995
13.198999
13.156
13.158999
13.166
13.164
13.157999
13.253
13.315
13.282
13.23
13.216
13.19
13.169
13.149
13.157
13.164999
13.164
13.135
13.174
13.164
13.16
13.153999
13.157999
13.259
13.288
13.207
13.257999
13.215
13.094
13.103
13.101
13.097
13.076
13.052
13.0529995
13.042
13.032999
13.011
13.011
13.114
13.0529995
13.033999
12.985
12.983999
12.976999
12.969
12.971
13.023
13.026999
13.038
13.004999
12.993
13.021999
13.049999
13.111
13.164999
13.226999
13.24
13.497
13.434999
13.403999
13.410999
13.490999
13.554
13.535
13.504999
13.621
13.636999
13.632999
13.613
13.570999
13.771
13.789999
13.705
13.594
13.545
13.506
13.462999
13.45
13.348999
13.365999
13.322
13.229
13.179
13.155
13.153999
13.188
13.249
13.261999
13.228
13.372999
13.382
13.378
13.384
13.407999
13.445999
13.478
13.457
13.354
13.341999
13.339
13.319
13.325
13.322
13.36
13.311
13.377
13.379999
13.348999
13.239
13.216999
13.222
13.177
13.105999
13.11
13.08
13.066
13.052
13.045
13.205
13.201
13.141
13.044
12.980999
12.931999
12.785999
12.740999
12.825
12.726
12.653999
12.778999
12.733
12.702999
12.687
12.658999
12.667999
12.603
12.538
12.528999
12.511
12.4939995
12.472
12.487999
12.695
12.69
12.552
12.615
12.608
12.601
12.597
12.683
12.816999
12.837999
12.782999
12.714
12.605
12.580999
12.562
12.614
12.649
12.671
12.551
12.479
12.384
12.289
12.222
12.202
12.257999
12.188
12.150999
12.1449995
12.254999
12.223
12.188
12.16
12.082
12.129
12.09
12.046999
12.03
12.018
12.002
12.014999
12.032
12.0789995
11.952
11.908999
11.943
11.809
11.785999
11.799
11.776
11.745999
11.648999
11.625
11.605
11.589
11.566
11.565
11.592
11.587999
11.54
11.507
11.481999
11.46
11.436
11.434
11.552
11.46
11.427
11.377
11.353999
11.332
11.306
11.304
11.483
11.469
11.389
11.405
11.391
11.363
11.337999
11.344
11.398
11.4
11.316999
11.365999
11.339999
11.315
11.179
11.19
11.247
11.309999
11.264999
11.264999
11.245999
11.25
11.243
11.254
11.318999
11.339
11.2699995
11.202
11.219999
11.233999
11.24
11.259
11.28
11.301
11.309999
11.37
11.421
11.464
11.490999
11.525
11.554
11.606
11.617
11.757
11.787
11.809
11.818
11.8619995
11.915
11.962
11.901
11.825999
11.8289995
11.783999
11.877999
11.863999
11.896999
11.794
11.787
11.853999
11.856
11.855
11.867
11.924999
11.9939995
12.115999
12.16
12.256
12.23
12.2109995
12.207
12.23
12.36
12.517
12.596
12.464
12.313
12.261999
12.2369995
12.233999
12.377
12.391
12.337999
12.135
12.108
12.082
12.059999
12.083
12.073
12.094
12.053999
12.124
12.105999
12.0859995
12.063
12.094999
12.108
12.143
12.115999
11.9939995
11.967999
11.990999
11.917
11.962999
12.138
12.136
11.941999
11.934999
11.929
11.915999
11.901999
11.990999
12.006
12.073999
12.118
11.995
11.962
11.938
11.917
11.929999
12.083
12.08
12.031
12.049999
12.037
12.016
11.9869995
12.007
11.978
12.049999
12.075
12.004
11.979
11.993
11.929999
11.957999
11.966
11.995
12.004999
12.055
12.091999
12.188
12.164999
12.236
12.327999
12.526999
12.662
12.596
12.691
12.657999
12.625
12.649
12.686
12.658999
12.698999
12.653999
12.601
12.546999
12.51
12.559
12.584999
12.7
12.728
12.768999
12.739
12.726
12.705999
12.743
12.7109995
12.766
12.837999
12.841
12.813
12.698999
12.648
12.6189995
12.622999
12.671
12.651999
12.518
12.474999
12.424
12.4
12.42
12.499
12.549999
12.507999
12.379
12.318
12.271999
12.237999
12.282
12.252
12.292999
12.271999
12.267
12.209999
12.160999
12.108999
12.105999
12.122
12.148
12.160999
12.19
12.148
12.087
12.046
12.202999
12.222
12.296999
12.3689995
12.372
12.362999
12.341999
12.341999
12.448
12.548
12.858
12.775999
12.538
12.445999
12.367
12.308
12.326
12.323
12.462999
12.469
12.458
12.421
12.392
12.358
12.386
12.351999
12.396
12.362999
12.184999
12.164
12.143999
12.121
12.209999
12.295
12.149
12.103
12.035999
11.997
11.95
11.896
11.882999
11.915
11.933
11.922999
11.888
11.877999
11.865
11.849
11.964999
12.399
12.374
12.16
12.087
12.033999
12.018999
12.038
12.217999
12.32
12.6189995
12.669
12.4609995
12.333
12.25
12.183
12.184999
12.351
12.479
12.516
12.552
12.537
12.51
12.492
12.459
12.650999
12.891
12.927
12.538
12.480999
12.4279995
12.384
12.344
12.410999
12.503
12.518999
12.178999
12.121
12.077999
12.046
12.006
12.07
11.986
11.785
11.827
11.912999
11.912999
11.877999
11.889999
11.934
12.11
12.156
11.8619995
11.787999
11.762
11.719999
11.712
11.988999
12.3619995
12.131
11.547999
11.431
11.358999
11.313
11.427
11.455
11.511
11.495
11.4
11.349999
11.316999
11.273
11.278
11.275
11.349
11.368
11.389999
11.443999
11.547
11.603
11.745999
11.964
12.289999
12.607
12.719
12.7
12.662
12.636999
12.75
12.877
13.212
13.424
13.063
12.875
12.735
12.589
12.540999
12.752
13.1119995
13.11
12.728
12.622999
12.518
12.436
12.368
12.569
12.834999
12.757999
12.614
12.511999
12.423
12.322
12.236
12.459
12.648
12.594
12.476
12.451
12.427
12.3949995
12.473999
12.51
12.61
12.577
12.577
12.563
12.587999
12.563
12.524
12.592999
12.663
12.701
12.934
12.913
12.878
12.87
12.874
12.982
13.198999
13.44
13.462
13.364
13.179
13.056
13.056
13.136
13.283999
13.379999
13.245
13.322
13.413
13.4539995
13.500999
13.7
14.101999
14.129999
13.972
13.837
13.671
13.441999
13.283999
13.261999
13.263
13.162
12.8689995
12.625
12.275999
11.905
11.789
11.841
11.893
11.908999
11.882999
11.929999
11.969
11.999
12.108
12.384
12.767
12.906
12.792
12.792999
12.732
12.612999
12.7
13.230999
13.9279995
14.236
13.187
13.092999
13.08
13.062
13.042
13.070999
13.104
13.098999
13.042
13.004
12.952999
12.893999
12.872
12.936
12.983
